,song_name,song_id,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
4930,Very Gun,1dfFYFQ8Xss68FKSk2oEBr,Black Wire,0.456,0.767,9,-8.934,1,0.0363,0.00229,0.0,0.108,0.387,169.927,audio_features,1dfFYFQ8Xss68FKSk2oEBr,spotify:track:1dfFYFQ8Xss68FKSk2oEBr,https://api.spotify.com/v1/tracks/1dfFYFQ8Xss68FKSk2oEBr,https://api.spotify.com/v1/audio-analysis/1dfFYFQ8Xss68FKSk2oEBr,227720,4
4931,Sacrifice,1fQKZVI1QSpuueVmhIoANq,Black Widow,0.394,0.589,4,-10.447,0,0.0929,0.756,0.732,0.112,0.249,75.798,audio_features,1fQKZVI1QSpuueVmhIoANq,spotify:track:1fQKZVI1QSpuueVmhIoANq,https://api.spotify.com/v1/tracks/1fQKZVI1QSpuueVmhIoANq,https://api.spotify.com/v1/audio-analysis/1fQKZVI1QSpuueVmhIoANq,650920,4
4932,hot girl bummer,7aiClxsDWFRQ0Kzk5KI5ku,blackbear,0.778,0.559,6,-7.109,0,0.0776,0.128,0.0,0.399,0.678,129.989,audio_features,7aiClxsDWFRQ0Kzk5KI5ku,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,https://api.spotify.com/v1/tracks/7aiClxsDWFRQ0Kzk5KI5ku,https://api.spotify.com/v1/audio-analysis/7aiClxsDWFRQ0Kzk5KI5ku,185093,1
4933,One Horse Town,4kw5w3cfGAy4cckXPCJHjz,Blackberry Smoke,0.605,0.712,0,-4.627,1,0.0345,0.306,0.0,0.122,0.235,118.951,audio_features,4kw5w3cfGAy4cckXPCJHjz,spotify:track:4kw5w3cfGAy4cckXPCJHjz,https://api.spotify.com/v1/tracks/4kw5w3cfGAy4cckXPCJHjz,https://api.spotify.com/v1/audio-analysis/4kw5w3cfGAy4cckXPCJHjz,256147,4
4934,Waiting for the Thunder,2WVHl9NBV7qqkocj6Bsgqo,Blackberry Smoke,0.587,0.799,4,-4.942,1,0.029,0.0966,1.89e-06,0.257,0.921,143.987,audio_features,2WVHl9NBV7qqkocj6Bsgqo,spotify:track:2WVHl9NBV7qqkocj6Bsgqo,https://api.spotify.com/v1/tracks/2WVHl9NBV7qqkocj6Bsgqo,https://api.spotify.com/v1/audio-analysis/2WVHl9NBV7qqkocj6Bsgqo,247008,4
4935,Ride,3DBZq2fodgitFczZ80obir,Blackbox,0.375,0.76,2,-6.707,1,0.0307,0.0171,0.0,0.28,0.448,170.118,audio_features,3DBZq2fodgitFczZ80obir,spotify:track:3DBZq2fodgitFczZ80obir,https://api.spotify.com/v1/tracks/3DBZq2fodgitFczZ80obir,https://api.spotify.com/v1/audio-analysis/3DBZq2fodgitFczZ80obir,186133,4
4936,Summerday,6GJi9lGuBrhwKZpi5LGqcc,Blackbox,0.664,0.37,4,-5.245,0,0.0334,0.64,0.0,0.12,0.539,139.63,audio_features,6GJi9lGuBrhwKZpi5LGqcc,spotify:track:6GJi9lGuBrhwKZpi5LGqcc,https://api.spotify.com/v1/tracks/6GJi9lGuBrhwKZpi5LGqcc,https://api.spotify.com/v1/audio-analysis/6GJi9lGuBrhwKZpi5LGqcc,225250,4
4937,Pain - Remastered,4IuSFMbhtQsypAn4xIbsa7,Blackfield,0.246,0.529,4,-8.927,0,0.0274,0.000962,0.000815,0.122,0.295,79.436,audio_features,4IuSFMbhtQsypAn4xIbsa7,spotify:track:4IuSFMbhtQsypAn4xIbsa7,https://api.spotify.com/v1/tracks/4IuSFMbhtQsypAn4xIbsa7,https://api.spotify.com/v1/audio-analysis/4IuSFMbhtQsypAn4xIbsa7,228179,4
4938,"Train, Train",5bSpsKGoGKXOOfg7F3ZtKz,Blackfoot,0.609,0.807,9,-8.286,1,0.0559,0.015,0.00123,0.37,0.754,121.768,audio_features,5bSpsKGoGKXOOfg7F3ZtKz,spotify:track:5bSpsKGoGKXOOfg7F3ZtKz,https://api.spotify.com/v1/tracks/5bSpsKGoGKXOOfg7F3ZtKz,https://api.spotify.com/v1/audio-analysis/5bSpsKGoGKXOOfg7F3ZtKz,216693,4
4939,Highway Song,0R5nPSbAqQoNjKBByWnN95,Blackfoot,0.342,0.819,4,-6.885,0,0.0524,0.0562,0.0338,0.145,0.537,127.102,audio_features,0R5nPSbAqQoNjKBByWnN95,spotify:track:0R5nPSbAqQoNjKBByWnN95,https://api.spotify.com/v1/tracks/0R5nPSbAqQoNjKBByWnN95,https://api.spotify.com/v1/audio-analysis/0R5nPSbAqQoNjKBByWnN95,450333,4
4940,Left Turn on a Red Light,16pGi1ZNrsPvx5TD8oFleb,Blackfoot,0.497,0.749,2,-6.746,0,0.0447,0.518,0.000567,0.0902,0.717,91.976,audio_features,16pGi1ZNrsPvx5TD8oFleb,spotify:track:16pGi1ZNrsPvx5TD8oFleb,https://api.spotify.com/v1/tracks/16pGi1ZNrsPvx5TD8oFleb,https://api.spotify.com/v1/audio-analysis/16pGi1ZNrsPvx5TD8oFleb,277960,4
4941,Running,2TBhRXwBxfIJwhrB9gLlnn,Blackfoot,0.884,0.86,8,-8.401,1,0.0366,0.8,0.318,0.145,0.833,129.306,audio_features,2TBhRXwBxfIJwhrB9gLlnn,spotify:track:2TBhRXwBxfIJwhrB9gLlnn,https://api.spotify.com/v1/tracks/2TBhRXwBxfIJwhrB9gLlnn,https://api.spotify.com/v1/audio-analysis/2TBhRXwBxfIJwhrB9gLlnn,234800,4
4942,Standing In The Road,1twUkLH24ioT67ltYjZtFL,Blackfoot Sue,0.412,0.683,9,-10.182,1,0.0799,0.00174,0.0612,0.184,0.801,210.472,audio_features,1twUkLH24ioT67ltYjZtFL,spotify:track:1twUkLH24ioT67ltYjZtFL,https://api.spotify.com/v1/tracks/1twUkLH24ioT67ltYjZtFL,https://api.spotify.com/v1/audio-analysis/1twUkLH24ioT67ltYjZtFL,235400,4
4943,Sing Don't Speak,3RtvqD3XJngyqgl3udZYHx,Blackfoot Sue,0.636,0.66,4,-8.913,1,0.0428,7.99e-05,0.421,0.123,0.539,127.486,audio_features,3RtvqD3XJngyqgl3udZYHx,spotify:track:3RtvqD3XJngyqgl3udZYHx,https://api.spotify.com/v1/tracks/3RtvqD3XJngyqgl3udZYHx,https://api.spotify.com/v1/audio-analysis/3RtvqD3XJngyqgl3udZYHx,220667,4
4944,Get It All To Me,0WXM7psPYZxssnePDn7iNc,Blackfoot Sue,0.468,0.868,10,-5.835,1,0.0318,0.000995,0.00445,0.136,0.838,109.986,audio_features,0WXM7psPYZxssnePDn7iNc,spotify:track:0WXM7psPYZxssnePDn7iNc,https://api.spotify.com/v1/tracks/0WXM7psPYZxssnePDn7iNc,https://api.spotify.com/v1/audio-analysis/0WXM7psPYZxssnePDn7iNc,208533,4
4945,A wild river to take you home,0UFkbnxj34vZVgwwEDy29e,Black Hill,0.458,0.361,6,-12.066,0,0.0353,0.825,0.913,0.103,0.231,86.966,audio_features,0UFkbnxj34vZVgwwEDy29e,spotify:track:0UFkbnxj34vZVgwwEDy29e,https://api.spotify.com/v1/tracks/0UFkbnxj34vZVgwwEDy29e,https://api.spotify.com/v1/audio-analysis/0UFkbnxj34vZVgwwEDy29e,229536,4
4946,Diamonds and Rust,5tSwnUPBx6sWxdEZh1MoQt,Blackmore's Night,0.468,0.478,3,-8.637,0,0.0268,0.0549,0.0,0.111,0.0754,136.904,audio_features,5tSwnUPBx6sWxdEZh1MoQt,spotify:track:5tSwnUPBx6sWxdEZh1MoQt,https://api.spotify.com/v1/tracks/5tSwnUPBx6sWxdEZh1MoQt,https://api.spotify.com/v1/audio-analysis/5tSwnUPBx6sWxdEZh1MoQt,294307,4
4947,Ariel,5eZYcLDW3BDsJwbY0zilU2,Ritchie Blackmore's Rainbow,0.522,0.637,0,-7.864,1,0.0309,0.00319,0.00223,0.0368,0.393,144.843,audio_features,5eZYcLDW3BDsJwbY0zilU2,spotify:track:5eZYcLDW3BDsJwbY0zilU2,https://api.spotify.com/v1/tracks/5eZYcLDW3BDsJwbY0zilU2,https://api.spotify.com/v1/audio-analysis/5eZYcLDW3BDsJwbY0zilU2,339667,4
4948,Wolf To The Moon,3hIM3iTPN804A1VwouReol,Ritchie Blackmore's Rainbow,0.458,0.914,2,-6.502,0,0.0411,0.00191,0.0218,0.344,0.484,80.839,audio_features,3hIM3iTPN804A1VwouReol,spotify:track:3hIM3iTPN804A1VwouReol,https://api.spotify.com/v1/tracks/3hIM3iTPN804A1VwouReol,https://api.spotify.com/v1/audio-analysis/3hIM3iTPN804A1VwouReol,256813,4
4949,Last Night a DJ Saved My Life - C&J Mix,5067DKpOhNsqobBBJLZCCl,Blacknuss,0.863,0.654,4,-7.269,1,0.0693,0.139,0.0,0.0552,0.886,110.024,audio_features,5067DKpOhNsqobBBJLZCCl,spotify:track:5067DKpOhNsqobBBJLZCCl,https://api.spotify.com/v1/tracks/5067DKpOhNsqobBBJLZCCl,https://api.spotify.com/v1/audio-analysis/5067DKpOhNsqobBBJLZCCl,274880,4
4950,Save Our Selves (The Warning),3jme2RKgrkBcIs0wbwbc7B,The Blackout,0.434,0.903,10,-3.005,0,0.0399,0.000635,0.0013,0.607,0.408,90.959,audio_features,3jme2RKgrkBcIs0wbwbc7B,spotify:track:3jme2RKgrkBcIs0wbwbc7B,https://api.spotify.com/v1/tracks/3jme2RKgrkBcIs0wbwbc7B,https://api.spotify.com/v1/audio-analysis/3jme2RKgrkBcIs0wbwbc7B,214960,4
4951,Higher & Higher,06G51rMqmG4DLj7E7QrD0X,The Blackout,0.531,0.979,10,-3.53,1,0.0766,5.28e-05,0.0,0.328,0.455,114.075,audio_features,06G51rMqmG4DLj7E7QrD0X,spotify:track:06G51rMqmG4DLj7E7QrD0X,https://api.spotify.com/v1/tracks/06G51rMqmG4DLj7E7QrD0X,https://api.spotify.com/v1/audio-analysis/06G51rMqmG4DLj7E7QrD0X,195794,4
4952,Wolves,0NkbijHq0V6SmI28GpZFYm,The Blackout,0.577,0.874,7,-4.512,1,0.0316,2.92e-05,5.29e-06,0.11,0.399,118.017,audio_features,0NkbijHq0V6SmI28GpZFYm,spotify:track:0NkbijHq0V6SmI28GpZFYm,https://api.spotify.com/v1/tracks/0NkbijHq0V6SmI28GpZFYm,https://api.spotify.com/v1/audio-analysis/0NkbijHq0V6SmI28GpZFYm,242480,4
4953,Children Of The Night,1ZO7hgHR0d5x7F3hemGaJk,The Blackout,0.447,0.93,1,-3.74,0,0.0627,3.55e-05,9.64e-05,0.448,0.33,104.045,audio_features,1ZO7hgHR0d5x7F3hemGaJk,spotify:track:1ZO7hgHR0d5x7F3hemGaJk,https://api.spotify.com/v1/tracks/1ZO7hgHR0d5x7F3hemGaJk,https://api.spotify.com/v1/audio-analysis/1ZO7hgHR0d5x7F3hemGaJk,177213,4
4954,Mouthpiece,5eOM3ziWCx94vWjgBHvncT,Dan Mangan,0.44,0.83,10,-7.539,0,0.0376,0.381,0.00126,0.255,0.499,111.345,audio_features,5eOM3ziWCx94vWjgBHvncT,spotify:track:5eOM3ziWCx94vWjgBHvncT,https://api.spotify.com/v1/tracks/5eOM3ziWCx94vWjgBHvncT,https://api.spotify.com/v1/audio-analysis/5eOM3ziWCx94vWjgBHvncT,222493,4
4955,Forget Myself,6ilOmX3PnvVfTw1acH6kPu,BlackWaters,0.499,0.901,9,-7.046,0,0.0722,0.000594,0.0,0.0762,0.378,135.948,audio_features,6ilOmX3PnvVfTw1acH6kPu,spotify:track:6ilOmX3PnvVfTw1acH6kPu,https://api.spotify.com/v1/tracks/6ilOmX3PnvVfTw1acH6kPu,https://api.spotify.com/v1/audio-analysis/6ilOmX3PnvVfTw1acH6kPu,186816,4
4956,I'm Not Your Man,27RkPbDzMM7a0WAkZftGTp,BlackWaters,0.331,0.947,4,-3.944,1,0.0923,0.000805,0.00126,0.214,0.166,145.972,audio_features,27RkPbDzMM7a0WAkZftGTp,spotify:track:27RkPbDzMM7a0WAkZftGTp,https://api.spotify.com/v1/tracks/27RkPbDzMM7a0WAkZftGTp,https://api.spotify.com/v1/audio-analysis/27RkPbDzMM7a0WAkZftGTp,200210,4
4957,Fuck Yeah,7zkeb3SEljr3c48ab4OsxV,BlackWaters,0.343,0.664,11,-6.079,0,0.0786,0.00473,0.223,0.464,0.416,174.799,audio_features,7zkeb3SEljr3c48ab4OsxV,spotify:track:7zkeb3SEljr3c48ab4OsxV,https://api.spotify.com/v1/tracks/7zkeb3SEljr3c48ab4OsxV,https://api.spotify.com/v1/audio-analysis/7zkeb3SEljr3c48ab4OsxV,163314,4
4958,Blackwater Swagger,2wGXDhs6HsZbghr9XWSdSl,Blackwater Conspiracy,0.351,0.71,2,-5.447,1,0.0323,0.00941,0.00015,0.354,0.383,170.024,audio_features,2wGXDhs6HsZbghr9XWSdSl,spotify:track:2wGXDhs6HsZbghr9XWSdSl,https://api.spotify.com/v1/tracks/2wGXDhs6HsZbghr9XWSdSl,https://api.spotify.com/v1/audio-analysis/2wGXDhs6HsZbghr9XWSdSl,260867,4
4959,Waitin' On Hollywood,2uqPHDd8kPRW6vYg08R5yU,Blackwater Conspiracy,0.321,0.84,6,-5.015,1,0.0336,0.0027,0.00537,0.084,0.347,159.99,audio_features,2uqPHDd8kPRW6vYg08R5yU,spotify:track:2uqPHDd8kPRW6vYg08R5yU,https://api.spotify.com/v1/tracks/2uqPHDd8kPRW6vYg08R5yU,https://api.spotify.com/v1/audio-analysis/2uqPHDd8kPRW6vYg08R5yU,353347,4
4960,Don't Fuck With Joe,39uUVImdhfZmDdbq4xectp,The Blackwater Fever,0.392,0.708,1,-6.82,1,0.0588,0.0415,0.000464,0.256,0.483,157.414,audio_features,39uUVImdhfZmDdbq4xectp,spotify:track:39uUVImdhfZmDdbq4xectp,https://api.spotify.com/v1/tracks/39uUVImdhfZmDdbq4xectp,https://api.spotify.com/v1/audio-analysis/39uUVImdhfZmDdbq4xectp,204550,4
4961,Night Creeper,5oitSSaEn3b96wtBlu3BIf,The Blackwater Fever,0.307,0.489,6,-7.355,1,0.0298,0.45,0.844,0.241,0.247,67.159,audio_features,5oitSSaEn3b96wtBlu3BIf,spotify:track:5oitSSaEn3b96wtBlu3BIf,https://api.spotify.com/v1/tracks/5oitSSaEn3b96wtBlu3BIf,https://api.spotify.com/v1/audio-analysis/5oitSSaEn3b96wtBlu3BIf,133653,4
4962,Can't Help Yourself,3dzvG9hmrUf6SjQrPMcbxU,The Blackwater Fever,0.288,0.7,6,-6.217,1,0.0327,0.00526,0.207,0.0741,0.146,147.338,audio_features,3dzvG9hmrUf6SjQrPMcbxU,spotify:track:3dzvG9hmrUf6SjQrPMcbxU,https://api.spotify.com/v1/tracks/3dzvG9hmrUf6SjQrPMcbxU,https://api.spotify.com/v1/audio-analysis/3dzvG9hmrUf6SjQrPMcbxU,249088,4
4963,The Blackwater Fever - Better Off Dead,2ltnjqMLJJz9MsXLJ3yLyt,The Blackwater Fever,0.575,0.606,8,-8.414,1,0.03,0.112,0.0221,0.0442,0.666,119.495,audio_features,2ltnjqMLJJz9MsXLJ3yLyt,spotify:track:2ltnjqMLJJz9MsXLJ3yLyt,https://api.spotify.com/v1/tracks/2ltnjqMLJJz9MsXLJ3yLyt,https://api.spotify.com/v1/audio-analysis/2ltnjqMLJJz9MsXLJ3yLyt,180867,4
4964,It's All Over Me,7wo5vgU3TG3XtBp9k6S3ul,Otis Blackwell,0.666,0.8,10,-6.986,1,0.0509,0.247,9.71e-05,0.0984,0.921,130.995,audio_features,7wo5vgU3TG3XtBp9k6S3ul,spotify:track:7wo5vgU3TG3XtBp9k6S3ul,https://api.spotify.com/v1/tracks/7wo5vgU3TG3XtBp9k6S3ul,https://api.spotify.com/v1/audio-analysis/7wo5vgU3TG3XtBp9k6S3ul,164547,4
4965,House of the Fascist Scum,3mmApe79zFXMRdT1VWf9QA,The Blaggers,0.381,0.682,9,-10.114,1,0.0302,0.00735,2.59e-05,0.214,0.706,102.809,audio_features,3mmApe79zFXMRdT1VWf9QA,spotify:track:3mmApe79zFXMRdT1VWf9QA,https://api.spotify.com/v1/tracks/3mmApe79zFXMRdT1VWf9QA,https://api.spotify.com/v1/audio-analysis/3mmApe79zFXMRdT1VWf9QA,154201,4
4966,Weekend Warriors,2Y5JxwvVaQM76el9oSVpmn,The Blaggers,0.473,0.84,4,-7.772,1,0.0312,0.0175,0.0,0.109,0.683,99.97,audio_features,2Y5JxwvVaQM76el9oSVpmn,spotify:track:2Y5JxwvVaQM76el9oSVpmn,https://api.spotify.com/v1/tracks/2Y5JxwvVaQM76el9oSVpmn,https://api.spotify.com/v1/audio-analysis/2Y5JxwvVaQM76el9oSVpmn,146338,4
4967,Get Outa Here,7gDPB9FRvJHCpuZH4S4EdS,The Blaggers,0.092,0.929,9,-4.946,1,0.0587,0.116,0.413,0.146,0.555,167.565,audio_features,7gDPB9FRvJHCpuZH4S4EdS,spotify:track:7gDPB9FRvJHCpuZH4S4EdS,https://api.spotify.com/v1/tracks/7gDPB9FRvJHCpuZH4S4EdS,https://api.spotify.com/v1/audio-analysis/7gDPB9FRvJHCpuZH4S4EdS,134870,4
4968,Drunken Sailor,4CkIURmNRubxc12llcAiuh,Blaggards,0.461,0.752,7,-8.738,1,0.0606,0.0211,0.00043,0.116,0.897,141.085,audio_features,4CkIURmNRubxc12llcAiuh,spotify:track:4CkIURmNRubxc12llcAiuh,https://api.spotify.com/v1/tracks/4CkIURmNRubxc12llcAiuh,https://api.spotify.com/v1/audio-analysis/4CkIURmNRubxc12llcAiuh,158213,4
4969,Big Strong Man [Yakety Sax],7GEOqduXwXGMGUuZfp8omh,Blaggards,0.415,0.864,9,-8.061,0,0.117,0.0119,0.000217,0.37,0.859,115.922,audio_features,7GEOqduXwXGMGUuZfp8omh,spotify:track:7GEOqduXwXGMGUuZfp8omh,https://api.spotify.com/v1/tracks/7GEOqduXwXGMGUuZfp8omh,https://api.spotify.com/v1/audio-analysis/7GEOqduXwXGMGUuZfp8omh,236440,4
4970,Rocky Road to Dublin,63HnvAXe21BCyApBTvmFCU,Blaggards,0.618,0.741,9,-8.103,0,0.207,0.121,0.0,0.141,0.732,135.068,audio_features,63HnvAXe21BCyApBTvmFCU,spotify:track:63HnvAXe21BCyApBTvmFCU,https://api.spotify.com/v1/tracks/63HnvAXe21BCyApBTvmFCU,https://api.spotify.com/v1/audio-analysis/63HnvAXe21BCyApBTvmFCU,200373,3
4971,Walk the Plank Again,6EiQJaVP4JLBDVhKTG8tZ3,Brick Top Blaggers,0.415,0.936,9,-2.903,0,0.103,0.121,0.0,0.0717,0.808,150.02,audio_features,6EiQJaVP4JLBDVhKTG8tZ3,spotify:track:6EiQJaVP4JLBDVhKTG8tZ3,https://api.spotify.com/v1/tracks/6EiQJaVP4JLBDVhKTG8tZ3,https://api.spotify.com/v1/audio-analysis/6EiQJaVP4JLBDVhKTG8tZ3,160293,4
4972,Spancil Hill,2amJFdHDizlILfm609qql0,Brick Top Blaggers,0.444,0.939,9,-2.713,1,0.0413,0.00161,0.78,0.297,0.862,143.764,audio_features,2amJFdHDizlILfm609qql0,spotify:track:2amJFdHDizlILfm609qql0,https://api.spotify.com/v1/tracks/2amJFdHDizlILfm609qql0,https://api.spotify.com/v1/audio-analysis/2amJFdHDizlILfm609qql0,238520,4
4973,Big Cheeseburgers & Good French Fries,0qIJPc8EF7EATnXbtNaVZP,Blaze Foley,0.592,0.28,11,-14.453,1,0.0495,0.906,0.00122,0.109,0.631,107.384,audio_features,0qIJPc8EF7EATnXbtNaVZP,spotify:track:0qIJPc8EF7EATnXbtNaVZP,https://api.spotify.com/v1/tracks/0qIJPc8EF7EATnXbtNaVZP,https://api.spotify.com/v1/audio-analysis/0qIJPc8EF7EATnXbtNaVZP,134773,4
4974,Train to Nowhere,0e05EDjl2e5wgR1dpD0xcy,Blazing Haley,0.553,0.913,9,-8.083,0,0.0551,0.000118,8.92e-06,0.0539,0.68,120.55,audio_features,0e05EDjl2e5wgR1dpD0xcy,spotify:track:0e05EDjl2e5wgR1dpD0xcy,https://api.spotify.com/v1/tracks/0e05EDjl2e5wgR1dpD0xcy,https://api.spotify.com/v1/audio-analysis/0e05EDjl2e5wgR1dpD0xcy,255000,4
4975,Electrified Loser,3S8w6ojqQBeElcrq20Znws,Blended Brew,0.567,0.886,0,-4.881,1,0.0858,0.00168,0.023,0.357,0.654,129.578,audio_features,3S8w6ojqQBeElcrq20Znws,spotify:track:3S8w6ojqQBeElcrq20Znws,https://api.spotify.com/v1/tracks/3S8w6ojqQBeElcrq20Znws,https://api.spotify.com/v1/audio-analysis/3S8w6ojqQBeElcrq20Znws,258307,4
4976,Ancient Alien,5HoyXDFWvIQaveL4JW7zTV,Blended Brew,0.575,0.813,0,-5.327,1,0.0813,0.00327,0.306,0.349,0.488,144.948,audio_features,5HoyXDFWvIQaveL4JW7zTV,spotify:track:5HoyXDFWvIQaveL4JW7zTV,https://api.spotify.com/v1/tracks/5HoyXDFWvIQaveL4JW7zTV,https://api.spotify.com/v1/audio-analysis/5HoyXDFWvIQaveL4JW7zTV,195884,4
4977,Wrong Hand,6RBDTCIMSsvSxU4RZHl0GL,Blended Brew,0.304,0.903,0,-2.919,1,0.0463,0.000154,0.414,0.167,0.527,105.752,audio_features,6RBDTCIMSsvSxU4RZHl0GL,spotify:track:6RBDTCIMSsvSxU4RZHl0GL,https://api.spotify.com/v1/tracks/6RBDTCIMSsvSxU4RZHl0GL,https://api.spotify.com/v1/audio-analysis/6RBDTCIMSsvSxU4RZHl0GL,204467,4
4978,Nah Beg No Friend,7JxGSd1YrA68QMltzXfCj5,Blend Mishkin,0.902,0.517,7,-8.582,0,0.241,0.266,0.0,0.232,0.966,149.948,audio_features,7JxGSd1YrA68QMltzXfCj5,spotify:track:7JxGSd1YrA68QMltzXfCj5,https://api.spotify.com/v1/tracks/7JxGSd1YrA68QMltzXfCj5,https://api.spotify.com/v1/audio-analysis/7JxGSd1YrA68QMltzXfCj5,201000,4
4979,Hey Leonardo (She Likes Me for Me) - Live,01cv0e6DdNlx3TkzzWfAHB,Blessid Union Of Souls,0.352,0.873,2,-7.366,1,0.142,0.0253,1.81e-06,0.89,0.497,104.662,audio_features,01cv0e6DdNlx3TkzzWfAHB,spotify:track:01cv0e6DdNlx3TkzzWfAHB,https://api.spotify.com/v1/tracks/01cv0e6DdNlx3TkzzWfAHB,https://api.spotify.com/v1/audio-analysis/01cv0e6DdNlx3TkzzWfAHB,281926,4
4980,Fuck Off (and Leave Me Alone),6mublrk0l9g4ExihUw5E5u,The Blims,0.651,0.757,4,-9.517,0,0.0278,0.296,1.67e-05,0.145,0.784,137.876,audio_features,6mublrk0l9g4ExihUw5E5u,spotify:track:6mublrk0l9g4ExihUw5E5u,https://api.spotify.com/v1/tracks/6mublrk0l9g4ExihUw5E5u,https://api.spotify.com/v1/audio-analysis/6mublrk0l9g4ExihUw5E5u,169000,4
4981,Fat Russell Brand,3pfqRsCYdotCDuf7xlctYh,The Blims,0.603,0.654,0,-6.434,1,0.035,0.164,0.0,0.221,0.902,139.961,audio_features,3pfqRsCYdotCDuf7xlctYh,spotify:track:3pfqRsCYdotCDuf7xlctYh,https://api.spotify.com/v1/tracks/3pfqRsCYdotCDuf7xlctYh,https://api.spotify.com/v1/audio-analysis/3pfqRsCYdotCDuf7xlctYh,173693,4
4982,Can't Find My Way Home,107K6xieSp2ihzoA2vTv2q,Blind Faith,0.561,0.257,7,-17.417,1,0.0343,0.858,0.00185,0.0949,0.579,88.276,audio_features,107K6xieSp2ihzoA2vTv2q,spotify:track:107K6xieSp2ihzoA2vTv2q,https://api.spotify.com/v1/tracks/107K6xieSp2ihzoA2vTv2q,https://api.spotify.com/v1/audio-analysis/107K6xieSp2ihzoA2vTv2q,196133,4
4983,Had To Cry Today,0iwSCBiqp5WQ6v75lzR31M,Blind Faith,0.348,0.603,2,-13.631,0,0.0362,0.0269,0.00441,0.158,0.777,161.335,audio_features,0iwSCBiqp5WQ6v75lzR31M,spotify:track:0iwSCBiqp5WQ6v75lzR31M,https://api.spotify.com/v1/tracks/0iwSCBiqp5WQ6v75lzR31M,https://api.spotify.com/v1/audio-analysis/0iwSCBiqp5WQ6v75lzR31M,528733,4
4984,No Rain,6txWz9UapYHVxEd7dDIHXT,Blind Melon,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,audio_features,6txWz9UapYHVxEd7dDIHXT,spotify:track:6txWz9UapYHVxEd7dDIHXT,https://api.spotify.com/v1/tracks/6txWz9UapYHVxEd7dDIHXT,https://api.spotify.com/v1/audio-analysis/6txWz9UapYHVxEd7dDIHXT,217107,4
4985,Change,44RW9FEY76mLQCRQUjT0Zt,Blind Melon,0.433,0.46,2,-10.441,1,0.0343,0.606,4.36e-05,0.175,0.536,77.525,audio_features,44RW9FEY76mLQCRQUjT0Zt,spotify:track:44RW9FEY76mLQCRQUjT0Zt,https://api.spotify.com/v1/tracks/44RW9FEY76mLQCRQUjT0Zt,https://api.spotify.com/v1/audio-analysis/44RW9FEY76mLQCRQUjT0Zt,221867,4
4986,The Pusher,0QXxJofIuWHLQafnTzFAwV,Blind Melon,0.438,0.576,9,-8.727,1,0.032,0.0302,1.09e-05,0.0988,0.742,165.277,audio_features,0QXxJofIuWHLQafnTzFAwV,spotify:track:0QXxJofIuWHLQafnTzFAwV,https://api.spotify.com/v1/tracks/0QXxJofIuWHLQafnTzFAwV,https://api.spotify.com/v1/audio-analysis/0QXxJofIuWHLQafnTzFAwV,186467,4
4987,Toes Across The Floor,3NfLSMOVWDKfYDE0WAm7uf,Blind Melon,0.452,0.67,9,-8.392,0,0.0352,0.243,5.08e-05,0.108,0.539,113.071,audio_features,3NfLSMOVWDKfYDE0WAm7uf,spotify:track:3NfLSMOVWDKfYDE0WAm7uf,https://api.spotify.com/v1/tracks/3NfLSMOVWDKfYDE0WAm7uf,https://api.spotify.com/v1/audio-analysis/3NfLSMOVWDKfYDE0WAm7uf,187133,4
4988,Brave New World - Edit,3qaKW3PamENC3cfNy1qthd,The Blinders,0.321,0.898,1,-5.514,1,0.0733,0.000371,0.000233,0.204,0.643,130.509,audio_features,3qaKW3PamENC3cfNy1qthd,spotify:track:3qaKW3PamENC3cfNy1qthd,https://api.spotify.com/v1/tracks/3qaKW3PamENC3cfNy1qthd,https://api.spotify.com/v1/audio-analysis/3qaKW3PamENC3cfNy1qthd,160241,4
4989,Mule Track,6dw4dGyD3RtLSz4lsLsYQV,The Blinders,0.261,0.667,7,-8.211,1,0.0311,0.0812,0.806,0.099,0.188,145.276,audio_features,6dw4dGyD3RtLSz4lsLsYQV,spotify:track:6dw4dGyD3RtLSz4lsLsYQV,https://api.spotify.com/v1/tracks/6dw4dGyD3RtLSz4lsLsYQV,https://api.spotify.com/v1/audio-analysis/6dw4dGyD3RtLSz4lsLsYQV,235687,3
4990,I Can't Breathe Blues,453yd1RWx0N0ZdoomyUOfP,The Blinders,0.143,0.82,5,-7.314,1,0.0529,4.99e-05,0.283,0.184,0.552,155.044,audio_features,453yd1RWx0N0ZdoomyUOfP,spotify:track:453yd1RWx0N0ZdoomyUOfP,https://api.spotify.com/v1/tracks/453yd1RWx0N0ZdoomyUOfP,https://api.spotify.com/v1/audio-analysis/453yd1RWx0N0ZdoomyUOfP,178396,4
4991,Ramona Flowers,7t2BwulynABxq0B36gQrvF,The Blinders,0.301,0.66,0,-6.046,1,0.0387,0.00757,0.0265,0.346,0.2,114.882,audio_features,7t2BwulynABxq0B36gQrvF,spotify:track:7t2BwulynABxq0B36gQrvF,https://api.spotify.com/v1/tracks/7t2BwulynABxq0B36gQrvF,https://api.spotify.com/v1/audio-analysis/7t2BwulynABxq0B36gQrvF,280963,4
