,song_name,song_id,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Modern Love - 1999 Remaster,7LyIoUsiMtelB1I0I4drEF,David Bowie,0.315,0.889,0,-8.192,1,0.041,0.000376,0.00241,0.133,0.961,181.329,audio_features,7LyIoUsiMtelB1I0I4drEF,spotify:track:7LyIoUsiMtelB1I0I4drEF,https://api.spotify.com/v1/tracks/7LyIoUsiMtelB1I0I4drEF,https://api.spotify.com/v1/audio-analysis/7LyIoUsiMtelB1I0I4drEF,288467,4
1,West End Girls - 2001 Remaster,7FlwylpJSe3ea6m1IrkizS,Pet Shop Boys,0.648,0.947,4,-6.617,0,0.0369,0.0114,0.0567,0.105,0.602,113.255,audio_features,7FlwylpJSe3ea6m1IrkizS,spotify:track:7FlwylpJSe3ea6m1IrkizS,https://api.spotify.com/v1/tracks/7FlwylpJSe3ea6m1IrkizS,https://api.spotify.com/v1/audio-analysis/7FlwylpJSe3ea6m1IrkizS,245360,4
2,Close To Me,4xiyq1iRdsxuU1BPUJ490Z,The Cure,0.724,0.523,11,-11.139,1,0.116,0.0745,0.703,0.0811,0.965,185.075,audio_features,4xiyq1iRdsxuU1BPUJ490Z,spotify:track:4xiyq1iRdsxuU1BPUJ490Z,https://api.spotify.com/v1/tracks/4xiyq1iRdsxuU1BPUJ490Z,https://api.spotify.com/v1/audio-analysis/4xiyq1iRdsxuU1BPUJ490Z,203267,4
3,The Whole of the Moon - 2004 Remaster,15mZo1Kah03g8CTLbSsWrr,The Waterboys,0.606,0.794,0,-7.168,1,0.0291,0.119,7.16e-06,0.125,0.584,105.813,audio_features,15mZo1Kah03g8CTLbSsWrr,spotify:track:15mZo1Kah03g8CTLbSsWrr,https://api.spotify.com/v1/tracks/15mZo1Kah03g8CTLbSsWrr,https://api.spotify.com/v1/audio-analysis/15mZo1Kah03g8CTLbSsWrr,302827,4
4,Love Will Tear Us Apart,2JO3HwMRPeya8bXbtbyPcf,Joy Division,0.443,0.956,2,-6.198,1,0.0511,5.24e-05,0.825,0.135,0.909,146.754,audio_features,2JO3HwMRPeya8bXbtbyPcf,spotify:track:2JO3HwMRPeya8bXbtbyPcf,https://api.spotify.com/v1/tracks/2JO3HwMRPeya8bXbtbyPcf,https://api.spotify.com/v1/audio-analysis/2JO3HwMRPeya8bXbtbyPcf,206867,4
5,The One I Love - Remastered 2012,2fdfsGuqb6SBX5ocoBWHUd,R.E.M.,0.488,0.84,2,-4.626,1,0.0356,0.000395,1.21e-06,0.346,0.559,127.862,audio_features,2fdfsGuqb6SBX5ocoBWHUd,spotify:track:2fdfsGuqb6SBX5ocoBWHUd,https://api.spotify.com/v1/tracks/2fdfsGuqb6SBX5ocoBWHUd,https://api.spotify.com/v1/audio-analysis/2fdfsGuqb6SBX5ocoBWHUd,197800,4
6,Ashes to Ashes - 2017 Remaster,37CRPk0L5ZpfPeePEPwE0t,David Bowie,0.71,0.743,1,-10.553,1,0.0507,0.273,0.000406,0.258,0.866,120.277,audio_features,37CRPk0L5ZpfPeePEPwE0t,spotify:track:37CRPk0L5ZpfPeePEPwE0t,https://api.spotify.com/v1/tracks/37CRPk0L5ZpfPeePEPwE0t,https://api.spotify.com/v1/audio-analysis/37CRPk0L5ZpfPeePEPwE0t,266160,4
7,Rock the Casbah - Remastered,56KqaFSGTb7ifpt16t5Y1N,The Clash,0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,audio_features,56KqaFSGTb7ifpt16t5Y1N,spotify:track:56KqaFSGTb7ifpt16t5Y1N,https://api.spotify.com/v1/tracks/56KqaFSGTb7ifpt16t5Y1N,https://api.spotify.com/v1/audio-analysis/56KqaFSGTb7ifpt16t5Y1N,222427,4
8,And She Was - 2005 Remaster,5nNZTUzinBDsnj3U76NJFC,Talking Heads,0.697,0.846,9,-5.471,1,0.03,0.0059,0.0256,0.0967,0.973,126.467,audio_features,5nNZTUzinBDsnj3U76NJFC,spotify:track:5nNZTUzinBDsnj3U76NJFC,https://api.spotify.com/v1/tracks/5nNZTUzinBDsnj3U76NJFC,https://api.spotify.com/v1/audio-analysis/5nNZTUzinBDsnj3U76NJFC,219413,4
9,She Sells Sanctuary,4vnLdmUdkOworoveEzpEST,The Cult,0.55,0.765,7,-8.684,1,0.0287,4.82e-06,0.873,0.132,0.417,139.453,audio_features,4vnLdmUdkOworoveEzpEST,spotify:track:4vnLdmUdkOworoveEzpEST,https://api.spotify.com/v1/tracks/4vnLdmUdkOworoveEzpEST,https://api.spotify.com/v1/audio-analysis/4vnLdmUdkOworoveEzpEST,252533,4
10,Uncertain Smile,31alFPGPYXPTGLQfmkp8fh,The The,0.593,0.931,11,-5.232,0,0.0517,0.0322,0.588,0.0255,0.755,142.747,audio_features,31alFPGPYXPTGLQfmkp8fh,spotify:track:31alFPGPYXPTGLQfmkp8fh,https://api.spotify.com/v1/tracks/31alFPGPYXPTGLQfmkp8fh,https://api.spotify.com/v1/audio-analysis/31alFPGPYXPTGLQfmkp8fh,411973,4
11,Town Called Malice,4TOYmUloyDslQIj0k3pXn3,The Jam,0.552,0.903,6,-9.17,0,0.0716,0.00306,0.007,0.0632,0.79,101.672,audio_features,4TOYmUloyDslQIj0k3pXn3,spotify:track:4TOYmUloyDslQIj0k3pXn3,https://api.spotify.com/v1/tracks/4TOYmUloyDslQIj0k3pXn3,https://api.spotify.com/v1/audio-analysis/4TOYmUloyDslQIj0k3pXn3,173707,4
12,It's My Life - 1997 Remaster,4jhsuQCUCJKA5f0bXb6XdJ,Talk Talk,0.627,0.802,0,-8.432,1,0.0348,0.197,0.784,0.404,0.867,126.283,audio_features,4jhsuQCUCJKA5f0bXb6XdJ,spotify:track:4jhsuQCUCJKA5f0bXb6XdJ,https://api.spotify.com/v1/tracks/4jhsuQCUCJKA5f0bXb6XdJ,https://api.spotify.com/v1/audio-analysis/4jhsuQCUCJKA5f0bXb6XdJ,232400,4
13,Bigmouth Strikes Again - 2011 Remaster,2OErSh4oVVAUll0vHxdr6p,The Smiths,0.401,0.901,1,-5.011,0,0.041,0.0704,0.0,0.538,0.839,134.799,audio_features,2OErSh4oVVAUll0vHxdr6p,spotify:track:2OErSh4oVVAUll0vHxdr6p,https://api.spotify.com/v1/tracks/2OErSh4oVVAUll0vHxdr6p,https://api.spotify.com/v1/audio-analysis/2OErSh4oVVAUll0vHxdr6p,193320,4
14,Under The Milky Way,39Skq6MS8fFyrv5v02RDqO,The Church,0.551,0.878,9,-3.952,0,0.0285,0.0402,0.12,0.111,0.514,135.988,audio_features,39Skq6MS8fFyrv5v02RDqO,spotify:track:39Skq6MS8fFyrv5v02RDqO,https://api.spotify.com/v1/tracks/39Skq6MS8fFyrv5v02RDqO,https://api.spotify.com/v1/audio-analysis/39Skq6MS8fFyrv5v02RDqO,298520,4
15,Steppin' Out,1qaS4rwkm52lpkDZVmvF52,Joe Jackson,0.586,0.532,11,-7.677,1,0.0288,0.0556,0.000675,0.0799,0.541,159.471,audio_features,1qaS4rwkm52lpkDZVmvF52,spotify:track:1qaS4rwkm52lpkDZVmvF52,https://api.spotify.com/v1/tracks/1qaS4rwkm52lpkDZVmvF52,https://api.spotify.com/v1/audio-analysis/1qaS4rwkm52lpkDZVmvF52,259493,4
16,China Girl - 2018 Remaster,5Ei9o2fHEnfHb84YrPuz4v,David Bowie,0.651,0.699,4,-7.867,0,0.0277,0.039,0.0659,0.124,0.832,133.793,audio_features,5Ei9o2fHEnfHb84YrPuz4v,spotify:track:5Ei9o2fHEnfHb84YrPuz4v,https://api.spotify.com/v1/tracks/5Ei9o2fHEnfHb84YrPuz4v,https://api.spotify.com/v1/audio-analysis/5Ei9o2fHEnfHb84YrPuz4v,333817,4
17,Road to Nowhere - 2005 Remaster,2co8fDyaVmxv8xruQWORnC,Talking Heads,0.654,0.789,2,-4.901,1,0.0322,0.0404,1.29e-05,0.119,0.579,110.378,audio_features,2co8fDyaVmxv8xruQWORnC,spotify:track:2co8fDyaVmxv8xruQWORnC,https://api.spotify.com/v1/tracks/2co8fDyaVmxv8xruQWORnC,https://api.spotify.com/v1/audio-analysis/2co8fDyaVmxv8xruQWORnC,260213,4
18,Boys Don't Cry,1QFh8OH1e78dGd3VyJZCAC,The Cure,0.462,0.836,11,-5.766,0,0.0621,0.00517,0.0,0.18,0.671,168.766,audio_features,1QFh8OH1e78dGd3VyJZCAC,spotify:track:1QFh8OH1e78dGd3VyJZCAC,https://api.spotify.com/v1/tracks/1QFh8OH1e78dGd3VyJZCAC,https://api.spotify.com/v1/audio-analysis/1QFh8OH1e78dGd3VyJZCAC,155973,4
19,Everyday Is Like Sunday - 2011 Remaster,0egYMfS7hjEneR86a9K61w,Morrissey,0.6,0.869,0,-5.126,1,0.0302,0.00345,0.441,0.311,0.56,117.064,audio_features,0egYMfS7hjEneR86a9K61w,spotify:track:0egYMfS7hjEneR86a9K61w,https://api.spotify.com/v1/tracks/0egYMfS7hjEneR86a9K61w,https://api.spotify.com/v1/audio-analysis/0egYMfS7hjEneR86a9K61w,215267,4
20,I Will Follow,4E0LjJ2894jsfvLMQb6Ti7,U2,0.365,0.917,8,-7.316,1,0.0678,0.000346,3.88e-05,0.185,0.674,155.201,audio_features,4E0LjJ2894jsfvLMQb6Ti7,spotify:track:4E0LjJ2894jsfvLMQb6Ti7,https://api.spotify.com/v1/tracks/4E0LjJ2894jsfvLMQb6Ti7,https://api.spotify.com/v1/audio-analysis/4E0LjJ2894jsfvLMQb6Ti7,218040,4
21,Shout,2gQaQUhDCNGfBVXTvxAmXQ,Tears For Fears,0.511,0.942,0,-10.407,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,audio_features,2gQaQUhDCNGfBVXTvxAmXQ,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,https://api.spotify.com/v1/tracks/2gQaQUhDCNGfBVXTvxAmXQ,https://api.spotify.com/v1/audio-analysis/2gQaQUhDCNGfBVXTvxAmXQ,393667,4
22,How Soon Is Now? - 2011 Remaster,1YrnDTqvcnUKxAIeXyaEmU,The Smiths,0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818,audio_features,1YrnDTqvcnUKxAIeXyaEmU,spotify:track:1YrnDTqvcnUKxAIeXyaEmU,https://api.spotify.com/v1/tracks/1YrnDTqvcnUKxAIeXyaEmU,https://api.spotify.com/v1/audio-analysis/1YrnDTqvcnUKxAIeXyaEmU,408173,4
23,Waterfront - 2002 Remastered,4GfdoweTGhmSVBXJGNfiB7,Simple Minds,0.546,0.813,2,-5.987,1,0.0316,0.000985,0.0268,0.115,0.449,120.115,audio_features,4GfdoweTGhmSVBXJGNfiB7,spotify:track:4GfdoweTGhmSVBXJGNfiB7,https://api.spotify.com/v1/tracks/4GfdoweTGhmSVBXJGNfiB7,https://api.spotify.com/v1/audio-analysis/4GfdoweTGhmSVBXJGNfiB7,289800,4
24,Echo Beach,49wHCjiu34kM3VRgumQ1tJ,Martha and the Muffins,0.54,0.746,7,-9.412,1,0.045,0.13,8.73e-06,0.0976,0.826,163.809,audio_features,49wHCjiu34kM3VRgumQ1tJ,spotify:track:49wHCjiu34kM3VRgumQ1tJ,https://api.spotify.com/v1/tracks/49wHCjiu34kM3VRgumQ1tJ,https://api.spotify.com/v1/audio-analysis/49wHCjiu34kM3VRgumQ1tJ,219867,4
25,Once in a Lifetime - 2005 Remaster,38Ngied9rBORlAbLYNCl4k,Talking Heads,0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,audio_features,38Ngied9rBORlAbLYNCl4k,spotify:track:38Ngied9rBORlAbLYNCl4k,https://api.spotify.com/v1/tracks/38Ngied9rBORlAbLYNCl4k,https://api.spotify.com/v1/audio-analysis/38Ngied9rBORlAbLYNCl4k,259907,4
26,A Forest,0T6kwiueP62ten2KLLmQS4,The Cure,0.579,0.622,0,-11.285,1,0.0563,0.365,0.652,0.0955,0.435,163.107,audio_features,0T6kwiueP62ten2KLLmQS4,spotify:track:0T6kwiueP62ten2KLLmQS4,https://api.spotify.com/v1/tracks/0T6kwiueP62ten2KLLmQS4,https://api.spotify.com/v1/audio-analysis/0T6kwiueP62ten2KLLmQS4,354290,4
27,Golden Brown,2AX5E86cn9n2dgioZEjirI,The Stranglers,0.562,0.383,6,-15.474,1,0.0304,0.143,0.124,0.138,0.599,93.764,audio_features,2AX5E86cn9n2dgioZEjirI,spotify:track:2AX5E86cn9n2dgioZEjirI,https://api.spotify.com/v1/tracks/2AX5E86cn9n2dgioZEjirI,https://api.spotify.com/v1/audio-analysis/2AX5E86cn9n2dgioZEjirI,206760,3
28,It's The End Of The World As We Know It (And I Feel Fine),2oSpQ7QtIKTNFfA08Cy0ku,R.E.M.,0.381,0.894,7,-8.638,1,0.037,0.0258,0.0,0.0251,0.797,205.528,audio_features,2oSpQ7QtIKTNFfA08Cy0ku,spotify:track:2oSpQ7QtIKTNFfA08Cy0ku,https://api.spotify.com/v1/tracks/2oSpQ7QtIKTNFfA08Cy0ku,https://api.spotify.com/v1/audio-analysis/2oSpQ7QtIKTNFfA08Cy0ku,246933,4
29,In A Big Country,4cY1KFcIcTkjXxxF4KVDpY,Big Country,0.616,0.706,4,-9.082,1,0.0357,0.00247,0.00281,0.116,0.849,126.357,audio_features,4cY1KFcIcTkjXxxF4KVDpY,spotify:track:4cY1KFcIcTkjXxxF4KVDpY,https://api.spotify.com/v1/tracks/4cY1KFcIcTkjXxxF4KVDpY,https://api.spotify.com/v1/audio-analysis/4cY1KFcIcTkjXxxF4KVDpY,283200,4
30,Original Sin,1jM23jASF0JrhgqYhqCZfl,INXS,0.685,0.633,9,-7.259,1,0.0377,0.0136,0.000106,0.0935,0.731,131.397,audio_features,1jM23jASF0JrhgqYhqCZfl,spotify:track:1jM23jASF0JrhgqYhqCZfl,https://api.spotify.com/v1/tracks/1jM23jASF0JrhgqYhqCZfl,https://api.spotify.com/v1/audio-analysis/1jM23jASF0JrhgqYhqCZfl,317240,4
31,Psycho Killer - Live,2t8GBp5kQEXVamVq4Odwe2,Talking Heads,0.76,0.596,7,-10.728,1,0.0501,0.00202,0.00356,0.981,0.338,114.007,audio_features,2t8GBp5kQEXVamVq4Odwe2,spotify:track:2t8GBp5kQEXVamVq4Odwe2,https://api.spotify.com/v1/tracks/2t8GBp5kQEXVamVq4Odwe2,https://api.spotify.com/v1/audio-analysis/2t8GBp5kQEXVamVq4Odwe2,264933,4
32,Love Like Blood,1zkQJfNo2KpqqCKOOvWPF4,Killing Joke,0.411,0.645,7,-10.722,0,0.0431,0.0319,0.0121,0.488,0.433,124.458,audio_features,1zkQJfNo2KpqqCKOOvWPF4,spotify:track:1zkQJfNo2KpqqCKOOvWPF4,https://api.spotify.com/v1/tracks/1zkQJfNo2KpqqCKOOvWPF4,https://api.spotify.com/v1/audio-analysis/1zkQJfNo2KpqqCKOOvWPF4,265467,4
33,Ship Of Fools,0Erj1PZkxzuxNVzm0Xd7w3,World Party,0.63,0.887,0,-4.962,1,0.031,0.0535,0.000612,0.577,0.867,116.29,audio_features,0Erj1PZkxzuxNVzm0Xd7w3,spotify:track:0Erj1PZkxzuxNVzm0Xd7w3,https://api.spotify.com/v1/tracks/0Erj1PZkxzuxNVzm0Xd7w3,https://api.spotify.com/v1/audio-analysis/0Erj1PZkxzuxNVzm0Xd7w3,269587,4
34,The Killing Moon,15049rGLXHwrWtE4euUb5C,Echo & the Bunnymen,0.522,0.85,7,-4.769,1,0.0361,0.132,0.0338,0.295,0.71,124.216,audio_features,15049rGLXHwrWtE4euUb5C,spotify:track:15049rGLXHwrWtE4euUb5C,https://api.spotify.com/v1/tracks/15049rGLXHwrWtE4euUb5C,https://api.spotify.com/v1/audio-analysis/15049rGLXHwrWtE4euUb5C,346280,4
35,Skin Deep,2l6uZK0T18rviqNQMQ3k17,The Stranglers,0.622,0.769,9,-10.215,1,0.029,0.23,0.673,0.135,0.776,128.21,audio_features,2l6uZK0T18rviqNQMQ3k17,spotify:track:2l6uZK0T18rviqNQMQ3k17,https://api.spotify.com/v1/tracks/2l6uZK0T18rviqNQMQ3k17,https://api.spotify.com/v1/audio-analysis/2l6uZK0T18rviqNQMQ3k17,235267,4
36,Dance Hall Days,7oX2VrT1LwzJqhYJZuxPkR,Wang Chung,0.673,0.686,0,-11.098,1,0.0417,0.306,0.0101,0.318,0.512,102.726,audio_features,7oX2VrT1LwzJqhYJZuxPkR,spotify:track:7oX2VrT1LwzJqhYJZuxPkR,https://api.spotify.com/v1/tracks/7oX2VrT1LwzJqhYJZuxPkR,https://api.spotify.com/v1/audio-analysis/7oX2VrT1LwzJqhYJZuxPkR,234680,4
37,Slippery People - Live,2WDvW3o8WeGN4v4cpsYVhT,Talking Heads,0.637,0.851,9,-8.127,0,0.0437,0.216,0.0365,0.68,0.84,110.892,audio_features,2WDvW3o8WeGN4v4cpsYVhT,spotify:track:2WDvW3o8WeGN4v4cpsYVhT,https://api.spotify.com/v1/tracks/2WDvW3o8WeGN4v4cpsYVhT,https://api.spotify.com/v1/audio-analysis/2WDvW3o8WeGN4v4cpsYVhT,240960,4
38,Don't Change,3W5V3fnZGcWb1EPSspF7lW,INXS,0.206,0.81,9,-6.492,1,0.0423,5.93e-05,0.0644,0.0855,0.155,163.552,audio_features,3W5V3fnZGcWb1EPSspF7lW,spotify:track:3W5V3fnZGcWb1EPSspF7lW,https://api.spotify.com/v1/tracks/3W5V3fnZGcWb1EPSspF7lW,https://api.spotify.com/v1/audio-analysis/3W5V3fnZGcWb1EPSspF7lW,268200,4
39,Never Let Me Down Again,0ooy3NjwsJreceWYCxlfQt,Depeche Mode,0.599,0.719,0,-12.57,1,0.0288,0.278,0.0486,0.693,0.785,106.081,audio_features,0ooy3NjwsJreceWYCxlfQt,spotify:track:0ooy3NjwsJreceWYCxlfQt,https://api.spotify.com/v1/tracks/0ooy3NjwsJreceWYCxlfQt,https://api.spotify.com/v1/audio-analysis/0ooy3NjwsJreceWYCxlfQt,288000,4
40,Call Me,4qO03RMQm88DdpTJcxlglY,Blondie,0.56,0.825,2,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,audio_features,4qO03RMQm88DdpTJcxlglY,spotify:track:4qO03RMQm88DdpTJcxlglY,https://api.spotify.com/v1/tracks/4qO03RMQm88DdpTJcxlglY,https://api.spotify.com/v1/audio-analysis/4qO03RMQm88DdpTJcxlglY,212600,4
41,Lost Weekend,7cMn3Octp5SRRGpv6fTSLE,Lloyd Cole and the Commotions,0.591,0.734,9,-10.171,1,0.0487,0.0417,0.02,0.0944,0.777,138.298,audio_features,7cMn3Octp5SRRGpv6fTSLE,spotify:track:7cMn3Octp5SRRGpv6fTSLE,https://api.spotify.com/v1/tracks/7cMn3Octp5SRRGpv6fTSLE,https://api.spotify.com/v1/audio-analysis/7cMn3Octp5SRRGpv6fTSLE,195293,4
42,Happy Hour,0kpmeoNfuZ0cys5tCEBCXZ,The Housemartins,0.535,0.858,10,-11.109,1,0.0453,0.101,2.18e-06,0.141,0.926,95.792,audio_features,0kpmeoNfuZ0cys5tCEBCXZ,spotify:track:0kpmeoNfuZ0cys5tCEBCXZ,https://api.spotify.com/v1/tracks/0kpmeoNfuZ0cys5tCEBCXZ,https://api.spotify.com/v1/audio-analysis/0kpmeoNfuZ0cys5tCEBCXZ,142093,4
43,Fools Gold - Remastered,2mv6GY70UsHiTCGQZ4JfgC,The Stone Roses,0.731,0.875,7,-6.393,1,0.0457,0.000367,0.858,0.289,0.164,112.78,audio_features,2mv6GY70UsHiTCGQZ4JfgC,spotify:track:2mv6GY70UsHiTCGQZ4JfgC,https://api.spotify.com/v1/tracks/2mv6GY70UsHiTCGQZ4JfgC,https://api.spotify.com/v1/audio-analysis/2mv6GY70UsHiTCGQZ4JfgC,594453,4
44,A Girl Called Johnny - 2002 Remaster,2EF94Cbk5QW28tY95e1DtW,The Waterboys,0.562,0.947,9,-3.948,0,0.0681,0.396,0.0,0.164,0.569,132.857,audio_features,2EF94Cbk5QW28tY95e1DtW,spotify:track:2EF94Cbk5QW28tY95e1DtW,https://api.spotify.com/v1/tracks/2EF94Cbk5QW28tY95e1DtW,https://api.spotify.com/v1/audio-analysis/2EF94Cbk5QW28tY95e1DtW,237200,4
45,Sensoria (7'' Version),0HHdfCcmF6EElG0SgDNCGw,Cabaret Voltaire,0.758,0.753,10,-10.025,0,0.0978,0.0069,0.833,0.0914,0.805,109.832,audio_features,0HHdfCcmF6EElG0SgDNCGw,spotify:track:0HHdfCcmF6EElG0SgDNCGw,https://api.spotify.com/v1/tracks/0HHdfCcmF6EElG0SgDNCGw,https://api.spotify.com/v1/audio-analysis/0HHdfCcmF6EElG0SgDNCGw,240907,4
46,April Skies,7hs0Q5T9oyYMuGg4EQZenj,The Jesus and Mary Chain,0.545,0.717,3,-6.869,1,0.036,0.00417,0.406,0.136,0.589,118.515,audio_features,7hs0Q5T9oyYMuGg4EQZenj,spotify:track:7hs0Q5T9oyYMuGg4EQZenj,https://api.spotify.com/v1/tracks/7hs0Q5T9oyYMuGg4EQZenj,https://api.spotify.com/v1/audio-analysis/7hs0Q5T9oyYMuGg4EQZenj,239621,4
47,Living in Another World - 1997 Remaster,03d3DCqwvt65Orfdomjs6e,Talk Talk,0.56,0.857,9,-8.453,0,0.0324,0.00366,0.176,0.225,0.938,110.544,audio_features,03d3DCqwvt65Orfdomjs6e,spotify:track:03d3DCqwvt65Orfdomjs6e,https://api.spotify.com/v1/tracks/03d3DCqwvt65Orfdomjs6e,https://api.spotify.com/v1/audio-analysis/03d3DCqwvt65Orfdomjs6e,418173,4
48,Perfect Skin,4YnHY5YzUWMBY8fRLTooKC,Lloyd Cole and the Commotions,0.602,0.819,7,-10.446,1,0.0438,0.0976,0.00114,0.103,0.614,130.642,audio_features,4YnHY5YzUWMBY8fRLTooKC,spotify:track:4YnHY5YzUWMBY8fRLTooKC,https://api.spotify.com/v1/tracks/4YnHY5YzUWMBY8fRLTooKC,https://api.spotify.com/v1/audio-analysis/4YnHY5YzUWMBY8fRLTooKC,196533,4
49,Here Comes the Rain Again - Remastered Version,10X1RP2I6DL8Q0xs2FfImV,Eurythmics,0.648,0.755,0,-7.901,1,0.03,0.0139,0.000253,0.225,0.607,126.341,audio_features,10X1RP2I6DL8Q0xs2FfImV,spotify:track:10X1RP2I6DL8Q0xs2FfImV,https://api.spotify.com/v1/tracks/10X1RP2I6DL8Q0xs2FfImV,https://api.spotify.com/v1/audio-analysis/10X1RP2I6DL8Q0xs2FfImV,294587,4
50,Ask - 2008 Remaster,0VAuJcy7fZulaEwXzTFiVP,The Smiths,0.455,0.984,7,-5.729,1,0.121,0.371,0.0,0.415,0.589,166.599,audio_features,0VAuJcy7fZulaEwXzTFiVP,spotify:track:0VAuJcy7fZulaEwXzTFiVP,https://api.spotify.com/v1/tracks/0VAuJcy7fZulaEwXzTFiVP,https://api.spotify.com/v1/audio-analysis/0VAuJcy7fZulaEwXzTFiVP,196947,4
51,Mandinka,3Dz0kDM3Er8kGrPGx03PqV,Sinéad O'Connor,0.618,0.771,9,-8.425,1,0.0404,0.0285,2.51e-06,0.0862,0.866,130.117,audio_features,3Dz0kDM3Er8kGrPGx03PqV,spotify:track:3Dz0kDM3Er8kGrPGx03PqV,https://api.spotify.com/v1/tracks/3Dz0kDM3Er8kGrPGx03PqV,https://api.spotify.com/v1/audio-analysis/3Dz0kDM3Er8kGrPGx03PqV,227653,4
52,Vienna - 2008 Remaster,0842N1NhR1Q1XS6XyyQ3Nl,Ultravox,0.605,0.583,5,-10.242,1,0.0548,0.211,0.188,0.116,0.334,80.132,audio_features,0842N1NhR1Q1XS6XyyQ3Nl,spotify:track:0842N1NhR1Q1XS6XyyQ3Nl,https://api.spotify.com/v1/tracks/0842N1NhR1Q1XS6XyyQ3Nl,https://api.spotify.com/v1/audio-analysis/0842N1NhR1Q1XS6XyyQ3Nl,296160,4
53,The Magnificent Seven - Remastered,1W8Jl9KaSSt23ihF1Mej17,The Clash,0.796,0.792,0,-8.191,1,0.04,0.059,0.0,0.0341,0.822,116.074,audio_features,1W8Jl9KaSSt23ihF1Mej17,spotify:track:1W8Jl9KaSSt23ihF1Mej17,https://api.spotify.com/v1/tracks/1W8Jl9KaSSt23ihF1Mej17,https://api.spotify.com/v1/audio-analysis/1W8Jl9KaSSt23ihF1Mej17,332800,4
54,"Rise - 12"" Version",3U0pMjPVdk5UTCghRXqEE5,Public Image Ltd.,0.482,0.72,7,-9.684,1,0.0308,0.00266,4.44e-06,0.644,0.727,84.744,audio_features,3U0pMjPVdk5UTCghRXqEE5,spotify:track:3U0pMjPVdk5UTCghRXqEE5,https://api.spotify.com/v1/tracks/3U0pMjPVdk5UTCghRXqEE5,https://api.spotify.com/v1/audio-analysis/3U0pMjPVdk5UTCghRXqEE5,365480,4
55,Rattlesnakes,3JocHDZrr2rpOK0xsiZK8T,Lloyd Cole and the Commotions,0.457,0.884,9,-9.954,1,0.0675,0.02,4.17e-05,0.09,0.682,151.747,audio_features,3JocHDZrr2rpOK0xsiZK8T,spotify:track:3JocHDZrr2rpOK0xsiZK8T,https://api.spotify.com/v1/tracks/3JocHDZrr2rpOK0xsiZK8T,https://api.spotify.com/v1/audio-analysis/3JocHDZrr2rpOK0xsiZK8T,207427,4
56,White Wedding - Part 1 - 2001- Remaster,4zmx3vEPgRPjRT2CszUsZo,Billy Idol,0.634,0.804,9,-6.74,1,0.0329,0.00363,0.00499,0.347,0.719,147.335,audio_features,4zmx3vEPgRPjRT2CszUsZo,spotify:track:4zmx3vEPgRPjRT2CszUsZo,https://api.spotify.com/v1/tracks/4zmx3vEPgRPjRT2CszUsZo,https://api.spotify.com/v1/audio-analysis/4zmx3vEPgRPjRT2CszUsZo,250760,4
57,Lovesong,2S8cgUAbnIh1xKPItlnZK1,The Cure,0.59,0.784,9,-7.533,0,0.0289,0.356,0.291,0.253,0.769,139.951,audio_features,2S8cgUAbnIh1xKPItlnZK1,spotify:track:2S8cgUAbnIh1xKPItlnZK1,https://api.spotify.com/v1/tracks/2S8cgUAbnIh1xKPItlnZK1,https://api.spotify.com/v1/audio-analysis/2S8cgUAbnIh1xKPItlnZK1,208133,4
58,Just Can't Get Enough - Live in Hammersmith,5LAdBsIfjzAsusjc6WSLmH,Depeche Mode,0.653,0.975,0,-9.071,1,0.0409,0.0082,0.5,0.678,0.911,126.919,audio_features,5LAdBsIfjzAsusjc6WSLmH,spotify:track:5LAdBsIfjzAsusjc6WSLmH,https://api.spotify.com/v1/tracks/5LAdBsIfjzAsusjc6WSLmH,https://api.spotify.com/v1/audio-analysis/5LAdBsIfjzAsusjc6WSLmH,335467,4
59,There Is a Light That Never Goes Out - 2011 Remaster,0WQiDwKJclirSYG9v5tayI,The Smiths,0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,audio_features,0WQiDwKJclirSYG9v5tayI,spotify:track:0WQiDwKJclirSYG9v5tayI,https://api.spotify.com/v1/tracks/0WQiDwKJclirSYG9v5tayI,https://api.spotify.com/v1/audio-analysis/0WQiDwKJclirSYG9v5tayI,244587,4
60,Blue Monday '88,31MOjWj3CT3dCQsMV2b8Wu,New Order,0.681,0.893,7,-8.485,1,0.0378,6.47e-05,0.383,0.0626,0.951,130.475,audio_features,31MOjWj3CT3dCQsMV2b8Wu,spotify:track:31MOjWj3CT3dCQsMV2b8Wu,https://api.spotify.com/v1/tracks/31MOjWj3CT3dCQsMV2b8Wu,https://api.spotify.com/v1/audio-analysis/31MOjWj3CT3dCQsMV2b8Wu,244720,4
